:START_ID(KG),:END_ID(KG),:TYPE,id,relation,knowledge_level,agent_type,provided_by,source
ClinVar:VCV003765360,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002550,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003722056,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002551,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003247378,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002552,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002704586,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002553,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002425320,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002554,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002151959,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002555,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002151958,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002556,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002128011,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002557,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002097298,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002558,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001526943,NCBIGene:1385,IS_SEQUENCE_VARIANT_OF,edge:0002559,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001456057,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002560,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001449408,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002561,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001439020,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002562,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001071971,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002563,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001029948,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002564,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000969142,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002565,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000965488,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002566,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000945024,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002567,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000871303,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002568,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000871302,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002569,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000854248,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002570,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000853113,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002571,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000852228,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002572,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000843889,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002573,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000833421,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002574,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000830454,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002575,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000645984,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002576,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000644629,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002577,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000636389,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002578,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000572851,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002579,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000495051,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002580,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000475277,NCBIGene:1493,IS_SEQUENCE_VARIANT_OF,edge:0002581,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004083503,NCBIGene:6934,IS_SEQUENCE_VARIANT_OF,edge:0002582,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003630120,NCBIGene:6934,IS_SEQUENCE_VARIANT_OF,edge:0002583,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002684621,NCBIGene:387712,IS_SEQUENCE_VARIANT_OF,edge:0002584,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002503277,NCBIGene:6934,IS_SEQUENCE_VARIANT_OF,edge:0002585,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002503276,NCBIGene:6934,IS_SEQUENCE_VARIANT_OF,edge:0002586,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002499565,NCBIGene:6934,IS_SEQUENCE_VARIANT_OF,edge:0002587,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002297867,NCBIGene:6934,IS_SEQUENCE_VARIANT_OF,edge:0002588,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002226191,NCBIGene:6934,IS_SEQUENCE_VARIANT_OF,edge:0002589,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001527605,NCBIGene:387712,IS_SEQUENCE_VARIANT_OF,edge:0002590,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000625657,NCBIGene:387712,IS_SEQUENCE_VARIANT_OF,edge:0002591,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000058782,NCBIGene:387712,IS_SEQUENCE_VARIANT_OF,edge:0002592,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057507,NCBIGene:387712,IS_SEQUENCE_VARIANT_OF,edge:0002593,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004746807,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002594,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004735091,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002595,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004727851,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002596,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004722957,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002597,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004720467,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002598,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004710674,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002599,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004530685,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002600,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004082111,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002601,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004057322,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002602,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004057321,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002603,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004057319,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002604,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004057318,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002605,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004057315,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002606,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004057276,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002607,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003900076,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002608,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003895982,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002609,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003777183,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002610,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003720192,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002611,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003651061,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002612,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003650041,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002613,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003443782,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002614,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003377472,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002615,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003342378,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002616,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003247992,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002617,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003247799,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002618,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003235822,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002619,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003164086,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002620,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002860367,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002621,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002855633,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002622,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002855620,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002623,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002855231,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002624,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002846727,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002625,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002844809,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002626,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002842321,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002627,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002765488,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002628,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002756128,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002629,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002748659,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002630,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002748411,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002631,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002741298,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002632,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002733883,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002633,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002733882,NCBIGene:6513,IS_SEQUENCE_VARIANT_OF,edge:0002634,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004279415,NCBIGene:2308,IS_SEQUENCE_VARIANT_OF,edge:0002635,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003391920,NCBIGene:2308,IS_SEQUENCE_VARIANT_OF,edge:0002636,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003063311,NCBIGene:2308,IS_SEQUENCE_VARIANT_OF,edge:0002637,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003024581,NCBIGene:2308,IS_SEQUENCE_VARIANT_OF,edge:0002638,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001527766,NCBIGene:2308,IS_SEQUENCE_VARIANT_OF,edge:0002639,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001527762,NCBIGene:2308,IS_SEQUENCE_VARIANT_OF,edge:0002640,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000161028,NCBIGene:2308,IS_SEQUENCE_VARIANT_OF,edge:0002641,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000059888,NCBIGene:8660,IS_SEQUENCE_VARIANT_OF,edge:0002642,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000059868,NCBIGene:2308,IS_SEQUENCE_VARIANT_OF,edge:0002643,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057640,NCBIGene:2308,IS_SEQUENCE_VARIANT_OF,edge:0002644,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057638,NCBIGene:2308,IS_SEQUENCE_VARIANT_OF,edge:0002645,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004683004,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002646,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004075959,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002647,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003391942,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002648,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003248117,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002649,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003062451,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002650,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003062449,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002651,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003062442,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002652,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002685682,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002653,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002684939,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002654,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002672923,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002655,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001808266,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002656,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001808203,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002657,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001807848,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002658,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001807836,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002659,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001807817,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002660,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001803808,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002661,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001526739,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002662,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001526738,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002663,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001330161,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002664,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000932299,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002665,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000625738,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002666,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000625737,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002667,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000253617,NCBIGene:407039,IS_SEQUENCE_VARIANT_OF,edge:0002668,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000253559,NCBIGene:407039,IS_SEQUENCE_VARIANT_OF,edge:0002669,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000253509,NCBIGene:407039,IS_SEQUENCE_VARIANT_OF,edge:0002670,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057947,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002671,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057945,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002672,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057944,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002673,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057942,NCBIGene:407039,IS_SEQUENCE_VARIANT_OF,edge:0002674,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057673,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002675,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057672,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002676,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057670,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002677,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057669,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002678,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057636,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002679,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057398,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002680,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000057264,NCBIGene:5465,IS_SEQUENCE_VARIANT_OF,edge:0002681,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002685879,NCBIGene:3667,IS_SEQUENCE_VARIANT_OF,edge:0002682,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001459226,NCBIGene:3667,IS_SEQUENCE_VARIANT_OF,edge:0002683,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001429511,NCBIGene:3667,IS_SEQUENCE_VARIANT_OF,edge:0002684,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003063517,NCBIGene:201163,IS_SEQUENCE_VARIANT_OF,edge:0002685,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002685598,NCBIGene:201163,IS_SEQUENCE_VARIANT_OF,edge:0002686,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002685597,NCBIGene:201163,IS_SEQUENCE_VARIANT_OF,edge:0002687,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002671583,NCBIGene:6720,IS_SEQUENCE_VARIANT_OF,edge:0002688,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002506529,NCBIGene:6720,IS_SEQUENCE_VARIANT_OF,edge:0002689,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002498730,NCBIGene:6720,IS_SEQUENCE_VARIANT_OF,edge:0002690,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001808657,NCBIGene:6720,IS_SEQUENCE_VARIANT_OF,edge:0002691,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001707454,NCBIGene:9611,IS_SEQUENCE_VARIANT_OF,edge:0002692,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001675695,NCBIGene:6720,IS_SEQUENCE_VARIANT_OF,edge:0002693,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001330162,NCBIGene:6720,IS_SEQUENCE_VARIANT_OF,edge:0002694,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001047866,NCBIGene:6720,IS_SEQUENCE_VARIANT_OF,edge:0002695,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001047863,NCBIGene:6720,IS_SEQUENCE_VARIANT_OF,edge:0002696,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000980114,NCBIGene:6720,IS_SEQUENCE_VARIANT_OF,edge:0002697,GENO:0000408,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
