:START_ID(KG),:END_ID(KG),:TYPE,id,relation,knowledge_level,agent_type,provided_by,source
ClinVar:VCV003774414,MONDO:0017007,CAUSES,edge:0006315,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003362592,MONDO:0010480,CAUSES,edge:0006316,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003339517,MONDO:0010480,CAUSES,edge:0006317,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003339516,MONDO:0010480,CAUSES,edge:0006318,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003339211,MONDO:0005775,CAUSES,edge:0006319,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003243728,MONDO:0015780,CAUSES,edge:0006320,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003243728,MONDO:0010680,CAUSES,edge:0006321,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003243728,MONDO:0010543,CAUSES,edge:0006322,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002745959,MONDO:0010480,CAUSES,edge:0006323,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002504081,MONDO:0010480,CAUSES,edge:0006324,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002497748,MONDO:0010283,CAUSES,edge:0006325,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002422157,MONDO:0010680,CAUSES,edge:0006326,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002422157,MONDO:0010233,CAUSES,edge:0006327,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002422157,MONDO:0010650,CAUSES,edge:0006328,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001722741,MONDO:0010480,CAUSES,edge:0006329,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001722733,MONDO:0010480,CAUSES,edge:0006330,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001330180,MONDO:0011122,CAUSES,edge:0006331,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000524202,MONDO:0054804,CAUSES,edge:0006332,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001070481,MONDO:0018961,CAUSES,edge:0006333,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004717528,MONDO:0007057,CAUSES,edge:0006334,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004716521,MONDO:0007057,CAUSES,edge:0006335,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004531884,MONDO:0012439,CAUSES,edge:0006336,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003673622,MONDO:0007057,CAUSES,edge:0006337,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003635019,MONDO:0007057,CAUSES,edge:0006338,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003010709,MONDO:0007057,CAUSES,edge:0006339,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002850278,MONDO:0007057,CAUSES,edge:0006340,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002788908,MONDO:0007057,CAUSES,edge:0006341,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002769216,MONDO:0007057,CAUSES,edge:0006342,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004731738,MONDO:0010281,CAUSES,edge:0006343,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004727709,MONDO:0010281,CAUSES,edge:0006344,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004724893,MONDO:0010281,CAUSES,edge:0006345,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004724039,MONDO:0010281,CAUSES,edge:0006346,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004719161,MONDO:0010281,CAUSES,edge:0006347,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004714573,MONDO:0010281,CAUSES,edge:0006348,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004713185,MONDO:0010281,CAUSES,edge:0006349,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003724419,MONDO:0010281,CAUSES,edge:0006350,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003723934,MONDO:0010281,CAUSES,edge:0006351,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003704970,MONDO:0010281,CAUSES,edge:0006352,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003661203,MONDO:0010281,CAUSES,edge:0006353,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003651631,MONDO:0010281,CAUSES,edge:0006354,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003638815,MONDO:0010281,CAUSES,edge:0006355,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003244083,MONDO:0010281,CAUSES,edge:0006356,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003244072,MONDO:0010281,CAUSES,edge:0006357,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003244061,MONDO:0010281,CAUSES,edge:0006358,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003244050,MONDO:0010281,CAUSES,edge:0006359,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003242527,MONDO:0010281,CAUSES,edge:0006360,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002866874,MONDO:0010281,CAUSES,edge:0006361,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002850235,MONDO:0010281,CAUSES,edge:0006362,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002762825,MONDO:0010281,CAUSES,edge:0006363,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002755105,MONDO:0010281,CAUSES,edge:0006364,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002737362,MONDO:0010281,CAUSES,edge:0006365,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002727067,MONDO:0010281,CAUSES,edge:0006366,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002699819,MONDO:0010281,CAUSES,edge:0006367,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002424705,MONDO:0010398,CAUSES,edge:0006368,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002424705,MONDO:0010306,CAUSES,edge:0006369,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002424390,MONDO:0010281,CAUSES,edge:0006370,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002424389,MONDO:0010281,CAUSES,edge:0006371,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002130101,MONDO:0010281,CAUSES,edge:0006372,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002127569,MONDO:0010281,CAUSES,edge:0006373,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002090013,MONDO:0010281,CAUSES,edge:0006374,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002059493,MONDO:0010281,CAUSES,edge:0006375,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002057089,MONDO:0010281,CAUSES,edge:0006376,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002005281,MONDO:0010281,CAUSES,edge:0006377,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002002178,MONDO:0010281,CAUSES,edge:0006378,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001806359,MONDO:0010281,CAUSES,edge:0006379,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001698512,MONDO:0010281,CAUSES,edge:0006380,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001685922,MONDO:0010281,CAUSES,edge:0006381,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001523103,MONDO:0010281,CAUSES,edge:0006382,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001514744,MONDO:0010281,CAUSES,edge:0006383,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001459080,MONDO:0010281,CAUSES,edge:0006384,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001452436,MONDO:0010281,CAUSES,edge:0006385,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001451509,MONDO:0010281,CAUSES,edge:0006386,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001398614,MONDO:0010281,CAUSES,edge:0006387,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003245509,MONDO:0008596,CAUSES,edge:0006388,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002580301,MONDO:0007585,CAUSES,edge:0006389,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002579176,MONDO:0700092,CAUSES,edge:0006390,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000599306,MONDO:0008596,CAUSES,edge:0006391,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000030124,MONDO:0011667,CAUSES,edge:0006392,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000030124,MONDO:0024547,CAUSES,edge:0006393,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002579173,MONDO:0700092,CAUSES,edge:0006394,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000625782,MONDO:0008684,CAUSES,edge:0006395,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004735017,MONDO:0008316,CAUSES,edge:0006396,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004734045,MONDO:0008316,CAUSES,edge:0006397,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004698752,MONDO:0008316,CAUSES,edge:0006398,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004292624,MONDO:0012860,CAUSES,edge:0006399,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003720362,MONDO:0008316,CAUSES,edge:0006400,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003716585,MONDO:0008316,CAUSES,edge:0006401,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003573001,MONDO:0008316,CAUSES,edge:0006402,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003247344,MONDO:0008316,CAUSES,edge:0006403,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002734266,MONDO:0008316,CAUSES,edge:0006404,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002700349,MONDO:0008316,CAUSES,edge:0006405,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002422856,MONDO:0008316,CAUSES,edge:0006406,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002203144,MONDO:0008316,CAUSES,edge:0006407,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001992373,MONDO:0008316,CAUSES,edge:0006408,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001976706,MONDO:0008316,CAUSES,edge:0006409,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001676815,MONDO:0008316,CAUSES,edge:0006410,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001427775,MONDO:0012860,CAUSES,edge:0006412,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001427775,MONDO:0008316,CAUSES,edge:0006413,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001420279,MONDO:0008316,CAUSES,edge:0006414,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001389677,MONDO:0008316,CAUSES,edge:0006415,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001074000,MONDO:0012860,CAUSES,edge:0006416,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001074000,MONDO:0008316,CAUSES,edge:0006418,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001073999,MONDO:0008316,CAUSES,edge:0006419,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001068737,MONDO:0008316,CAUSES,edge:0006420,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001048662,MONDO:0008316,CAUSES,edge:0006421,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002580317,MONDO:0012915,CAUSES,edge:0006422,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002580306,MONDO:0012914,CAUSES,edge:0006423,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002579208,MONDO:0010121,CAUSES,edge:0006424,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001459111,MONDO:0010121,CAUSES,edge:0006425,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001333003,MONDO:0010121,CAUSES,edge:0006426,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000625537,MONDO:0012915,CAUSES,edge:0006427,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000625536,MONDO:0012915,CAUSES,edge:0006428,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000583553,MONDO:0011216,CAUSES,edge:0006429,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000545144,MONDO:0005090,CAUSES,edge:0006430,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000545143,MONDO:0005090,CAUSES,edge:0006431,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000545142,MONDO:0005090,CAUSES,edge:0006432,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003238952,MONDO:0020439,CAUSES,edge:0006433,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003238952,MONDO:0007743,CAUSES,edge:0006434,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003238952,MONDO:0005030,CAUSES,edge:0006435,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003243103,MONDO:0008723,CAUSES,edge:0006436,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003242525,MONDO:0859163,CAUSES,edge:0006437,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002423278,MONDO:0018875,CAUSES,edge:0006438,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002422139,MONDO:0008723,CAUSES,edge:0006439,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003243524,MONDO:0014470,CAUSES,edge:0006440,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003243524,MONDO:0010632,CAUSES,edge:0006441,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000625723,MONDO:0013273,CAUSES,edge:0006442,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003247849,MONDO:0033363,CAUSES,edge:0006443,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003247836,MONDO:0013326,CAUSES,edge:0006444,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003247836,MONDO:0014444,CAUSES,edge:0006445,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002582786,MONDO:0012869,CAUSES,edge:0006446,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002582785,MONDO:0012869,CAUSES,edge:0006447,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002579289,MONDO:0014407,CAUSES,edge:0006448,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002579286,MONDO:0012869,CAUSES,edge:0006449,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002579277,MONDO:0012869,CAUSES,edge:0006450,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002579272,MONDO:0012869,CAUSES,edge:0006451,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002425356,MONDO:0014407,CAUSES,edge:0006452,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001320062,MONDO:0014407,CAUSES,edge:0006453,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001047876,MONDO:0001149,CAUSES,edge:0006454,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001047876,MONDO:0009022,CAUSES,edge:0006455,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000660672,MONDO:0013326,CAUSES,edge:0006456,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000660672,MONDO:0014444,CAUSES,edge:0006457,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000243062,MONDO:0014407,CAUSES,edge:0006458,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV003244887,MONDO:0017623,CAUSES,edge:0006459,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV002422865,MONDO:0017623,CAUSES,edge:0006460,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001072420,MONDO:0011717,CAUSES,edge:0006461,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV001068879,MONDO:0017380,CAUSES,edge:0006462,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000831623,MONDO:0008276,CAUSES,edge:0006463,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000831623,MONDO:0017623,CAUSES,edge:0006464,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000661198,MONDO:0008276,CAUSES,edge:0006465,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000660158,MONDO:0017623,CAUSES,edge:0006466,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000646972,MONDO:0008276,CAUSES,edge:0006467,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000583733,MONDO:0008276,CAUSES,edge:0006468,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000583733,MONDO:0017380,CAUSES,edge:0006469,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000226111,MONDO:0011717,CAUSES,edge:0006470,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000016128,MONDO:0011717,CAUSES,edge:0006471,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000016125,MONDO:0011717,CAUSES,edge:0006472,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV000016122,MONDO:0011717,CAUSES,edge:0006473,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004736505,MONDO:0017623,CAUSES,edge:0006474,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004733879,MONDO:0017623,CAUSES,edge:0006475,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004731421,MONDO:0017623,CAUSES,edge:0006476,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004729106,MONDO:0017623,CAUSES,edge:0006477,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004724700,MONDO:0017623,CAUSES,edge:0006478,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004724024,MONDO:0017623,CAUSES,edge:0006479,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004722132,MONDO:0017623,CAUSES,edge:0006480,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004719033,MONDO:0017623,CAUSES,edge:0006481,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004719020,MONDO:0017623,CAUSES,edge:0006482,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004717868,MONDO:0017623,CAUSES,edge:0006483,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004714692,MONDO:0017623,CAUSES,edge:0006484,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004713463,MONDO:0017623,CAUSES,edge:0006485,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004709746,MONDO:0017623,CAUSES,edge:0006486,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004676857,MONDO:0015356,CAUSES,edge:0006487,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004676743,MONDO:0015356,CAUSES,edge:0006488,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004676734,MONDO:0015356,CAUSES,edge:0006489,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004539668,MONDO:0017623,CAUSES,edge:0006490,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004531597,MONDO:0017623,CAUSES,edge:0006491,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004294228,MONDO:0008021,CAUSES,edge:0006492,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004279648,MONDO:0011537,CAUSES,edge:0006493,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
ClinVar:VCV004147014,MONDO:0015356,CAUSES,edge:0006494,RO:0003303,knowledge_assertion,manual_agent,NCBI:ClinVar,NCBI ClinVar
