id:ID(KG),:LABEL,name,xref,in_taxon,chromosome,provided_by,source,symbol,gene_type,hgnc_id,omim_ids,swiss_prot,ensembl_ids
NCBIGene:9914,Gene,ATPase secretory pathway Ca2+ transporting 2,,,16,NCBI:Gene,,ATP2C2,PROTEIN_CODING,,613082,,
NCBIGene:150160,Gene,chaperonin containing TCP1 subunit 8 like 2,,,22,NCBI:Gene,,CCT8L2,PROTEIN_CODING,,,,
NCBIGene:23463,Gene,isoprenylcysteine carboxyl methyltransferase,,,1,NCBI:Gene,,ICMT,PROTEIN_CODING,,605851,,
NCBIGene:10493,Gene,vesicle amine transport 1,,,17,NCBI:Gene,,VAT1,PROTEIN_CODING,,604631,,
NCBIGene:142940,Gene,TruB pseudouridine synthase family member 1,,,10,NCBI:Gene,,TRUB1,PROTEIN_CODING,,610726,,
NCBIGene:115950,Gene,zinc finger protein 653,,,19,NCBI:Gene,,ZNF653,PROTEIN_CODING,,611371,,
NCBIGene:5995,Gene,retinal G protein coupled receptor,,,10,NCBI:Gene,,RGR,PROTEIN_CODING,,600342,,
NCBIGene:51084,Gene,crystallin lambda 1,,,13,NCBI:Gene,,CRYL1,PROTEIN_CODING,,609877,,
NCBIGene:11124,Gene,Fas associated factor 1,,,1,NCBI:Gene,,FAF1,PROTEIN_CODING,,604460,,
NCBIGene:84890,Gene,2-aminoethanethiol dioxygenase,,,10,NCBI:Gene,,ADO,PROTEIN_CODING,,611392,,
NCBIGene:22908,Gene,SAC1 like phosphatidylinositide phosphatase,,,3,NCBI:Gene,,SACM1L,PROTEIN_CODING,,606569,,
NCBIGene:494328,Gene,microRNA 379,,,14,NCBI:Gene,,MIR379,PROTEIN_CODING,,616358,,
NCBIGene:284058,Gene,KAT8 regulatory NSL complex subunit 1,,,17,NCBI:Gene,,KANSL1,PROTEIN_CODING,,612452,,
NCBIGene:93082,Gene,neuralized E3 ubiquitin protein ligase 3,,,2,NCBI:Gene,,NEURL3,PROTEIN_CODING,,617206,,
NCBIGene:146754,Gene,dynein axonemal heavy chain 2,,,17,NCBI:Gene,,DNAH2,PROTEIN_CODING,,603333,,
NCBIGene:6586,Gene,slit guidance ligand 3,,,5,NCBI:Gene,,SLIT3,PROTEIN_CODING,,603745,,
NCBIGene:3182,Gene,heterogeneous nuclear ribonucleoprotein A/B,,,5,NCBI:Gene,,HNRNPAB,PROTEIN_CODING,,602688,,
NCBIGene:142683,Gene,intelectin 2,,,1,NCBI:Gene,,ITLN2,PROTEIN_CODING,,609874,,
NCBIGene:55858,Gene,transmembrane protein 165,,,4,NCBI:Gene,,TMEM165,PROTEIN_CODING,,614726,,
NCBIGene:132625,Gene,ZFP42 zinc finger protein,,,4,NCBI:Gene,,ZFP42,PROTEIN_CODING,,614572,,
NCBIGene:1133,Gene,cholinergic receptor muscarinic 5,,,15,NCBI:Gene,,CHRM5,PROTEIN_CODING,,118496,,
NCBIGene:55794,Gene,DEAD-box helicase 28,,,16,NCBI:Gene,,DDX28,PROTEIN_CODING,,607618,,
NCBIGene:285598,Gene,ARF like GTPase 10,,,5,NCBI:Gene,,ARL10,PROTEIN_CODING,,,,
NCBIGene:378925,Gene,ring finger protein 148,,,7,NCBI:Gene,,RNF148,PROTEIN_CODING,,,,
NCBIGene:257194,Gene,neuronal growth regulator 1,,,1,NCBI:Gene,,NEGR1,PROTEIN_CODING,,613173,,
NCBIGene:284076,Gene,tubulin tyrosine ligase like 6,,,17,NCBI:Gene,,TTLL6,PROTEIN_CODING,,610849,,
NCBIGene:25932,Gene,chloride intracellular channel 4,,,1,NCBI:Gene,,CLIC4,PROTEIN_CODING,,606536,,
NCBIGene:51027,Gene,bolA family member 1,,,1,NCBI:Gene,,BOLA1,PROTEIN_CODING,,613181,,
NCBIGene:23111,Gene,spartin,,,13,NCBI:Gene,,SPART,PROTEIN_CODING,,607111,,
NCBIGene:5198,Gene,phosphoribosylformylglycinamidine synthase,,,17,NCBI:Gene,,PFAS,PROTEIN_CODING,,602133,,
NCBIGene:10051,Gene,structural maintenance of chromosomes 4,,,3,NCBI:Gene,,SMC4,PROTEIN_CODING,,605575,,
NCBIGene:92106,Gene,oxidoreductase NAD binding domain containing 1,,,3,NCBI:Gene,,OXNAD1,PROTEIN_CODING,,620581,,
NCBIGene:165324,Gene,UBX domain protein 2A,,,2,NCBI:Gene,,UBXN2A,PROTEIN_CODING,,,,
NCBIGene:4541,Gene,NADH dehydrogenase subunit 6,,,MT,NCBI:Gene,,ND6,PROTEIN_CODING,,,,
NCBIGene:4081,Gene,mab-21 like 1,,,13,NCBI:Gene,,MAB21L1,PROTEIN_CODING,,601280,,
NCBIGene:1340,Gene,cytochrome c oxidase subunit 6B1,,,19,NCBI:Gene,,COX6B1,PROTEIN_CODING,,124089,,
NCBIGene:3001,Gene,granzyme A,,,5,NCBI:Gene,,GZMA,PROTEIN_CODING,,140050,,
NCBIGene:10574,Gene,chaperonin containing TCP1 subunit 7,,,2,NCBI:Gene,,CCT7,PROTEIN_CODING,,605140,,
NCBIGene:9690,Gene,ubiquitin protein ligase E3C,,,7,NCBI:Gene,,UBE3C,PROTEIN_CODING,,614454,,
NCBIGene:341208,Gene,hephaestin like 1,,,11,NCBI:Gene,,HEPHL1,PROTEIN_CODING,,618455,,
NCBIGene:2939,Gene,glutathione S-transferase alpha 2,,,6,NCBI:Gene,,GSTA2,PROTEIN_CODING,,138360,,
NCBIGene:6560,Gene,solute carrier family 12 member 4,,,16,NCBI:Gene,,SLC12A4,PROTEIN_CODING,,604119,,
NCBIGene:10999,Gene,solute carrier family 27 member 4,,,9,NCBI:Gene,,SLC27A4,PROTEIN_CODING,,604194,,
NCBIGene:57109,Gene,RNA exonuclease 4,,,9,NCBI:Gene,,REXO4,PROTEIN_CODING,,602930,,
NCBIGene:2329,Gene,flavin containing dimethylaniline monoxygenase 4,,,1,NCBI:Gene,,FMO4,PROTEIN_CODING,,136131,,
NCBIGene:79690,Gene,galactose-3-O-sulfotransferase 4,,,7,NCBI:Gene,,GAL3ST4,PROTEIN_CODING,,608235,,
NCBIGene:25976,Gene,TCDD inducible poly(ADP-ribose) polymerase,,,3,NCBI:Gene,,TIPARP,PROTEIN_CODING,,612480,,
NCBIGene:29078,Gene,NADH:ubiquinone oxidoreductase complex assembly factor 4,,,6,NCBI:Gene,,NDUFAF4,PROTEIN_CODING,,611776,,
NCBIGene:119548,Gene,pancreatic lipase related protein 3,,,10,NCBI:Gene,,PNLIPRP3,PROTEIN_CODING,,,,
NCBIGene:219855,Gene,solute carrier family 37 member 2,,,11,NCBI:Gene,,SLC37A2,PROTEIN_CODING,,619136,,
NCBIGene:160365,Gene,C-type lectin like 1,,,12,NCBI:Gene,,CLECL1,PROTEIN_CODING,,607467,,
NCBIGene:755,Gene,cilia and flagella associated protein 410,,,21,NCBI:Gene,,CFAP410,PROTEIN_CODING,,603191,,
NCBIGene:79590,Gene,mitochondrial ribosomal protein L24,,,1,NCBI:Gene,,MRPL24,PROTEIN_CODING,,611836,,
NCBIGene:1345,Gene,cytochrome c oxidase subunit 6C,,,8,NCBI:Gene,,COX6C,PROTEIN_CODING,,124090,,
NCBIGene:11313,Gene,lysophospholipase 2,,,1,NCBI:Gene,,LYPLA2,PROTEIN_CODING,,616143,,
NCBIGene:54948,Gene,mitochondrial ribosomal protein L16,,,11,NCBI:Gene,,MRPL16,PROTEIN_CODING,,611829,,
NCBIGene:9373,Gene,phospholipase A2 activating protein,,,9,NCBI:Gene,,PLAA,PROTEIN_CODING,,603873,,
NCBIGene:11044,Gene,terminal nucleotidyltransferase 4A,,,5,NCBI:Gene,,TENT4A,PROTEIN_CODING,,605198,,
NCBIGene:166785,Gene,metabolism of cobalamin associated A,,,4,NCBI:Gene,,MMAA,PROTEIN_CODING,,607481,,
NCBIGene:7328,Gene,ubiquitin conjugating enzyme E2 H,,,7,NCBI:Gene,,UBE2H,PROTEIN_CODING,,601082,,
NCBIGene:9066,Gene,synaptotagmin 7,,,11,NCBI:Gene,,SYT7,PROTEIN_CODING,,604146,,
NCBIGene:79863,Gene,ribosome binding factor A,,,18,NCBI:Gene,,RBFA,PROTEIN_CODING,,620768,,
NCBIGene:26275,Gene,3-hydroxyisobutyryl-CoA hydrolase,,,2,NCBI:Gene,,HIBCH,PROTEIN_CODING,,610690,,
NCBIGene:5631,Gene,phosphoribosyl pyrophosphate synthetase 1,,,X,NCBI:Gene,,PRPS1,PROTEIN_CODING,,311850,,
NCBIGene:81575,Gene,apolipoprotein L domain containing 1,,,12,NCBI:Gene,,APOLD1,PROTEIN_CODING,,612456,,
NCBIGene:144195,Gene,solute carrier family 2 member 14,,,12,NCBI:Gene,,SLC2A14,PROTEIN_CODING,,611039,,
NCBIGene:5303,Gene,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4",,,X,NCBI:Gene,,PIN4,PROTEIN_CODING,,300252,,
NCBIGene:55667,Gene,DENN domain containing 4C,,,9,NCBI:Gene,,DENND4C,PROTEIN_CODING,,,,
NCBIGene:5193,Gene,peroxisomal biogenesis factor 12,,,17,NCBI:Gene,,PEX12,PROTEIN_CODING,,601758,,
NCBIGene:256435,Gene,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",,,1,NCBI:Gene,,ST6GALNAC3,PROTEIN_CODING,,610133,,
NCBIGene:3281,Gene,heat shock factor binding protein 1,,,16,NCBI:Gene,,HSBP1,PROTEIN_CODING,,604553,,
NCBIGene:6341,Gene,synthesis of cytochrome C oxidase 1,,,17,NCBI:Gene,,SCO1,PROTEIN_CODING,,603644,,
NCBIGene:27071,Gene,dual adaptor of phosphotyrosine and 3-phosphoinositides 1,,,4,NCBI:Gene,,DAPP1,PROTEIN_CODING,,605768,,
NCBIGene:79778,Gene,MICAL like 2,,,7,NCBI:Gene,,MICALL2,PROTEIN_CODING,,620912,,
NCBIGene:51347,Gene,TAO kinase 3,,,12,NCBI:Gene,,TAOK3,PROTEIN_CODING,,616711,,
NCBIGene:26873,Gene,"5-oxoprolinase, ATP-hydrolysing",,,8,NCBI:Gene,,OPLAH,PROTEIN_CODING,,614243,,
NCBIGene:84188,Gene,fatty acyl-CoA reductase 1,,,11,NCBI:Gene,,FAR1,PROTEIN_CODING,,616107,,
NCBIGene:22824,Gene,heat shock protein family A (Hsp70) member 4 like,,,4,NCBI:Gene,,HSPA4L,PROTEIN_CODING,,619077,,
NCBIGene:22979,Gene,EFR3 homolog B,,,2,NCBI:Gene,,EFR3B,PROTEIN_CODING,,616797,,
NCBIGene:4939,Gene,2'-5'-oligoadenylate synthetase 2,,,12,NCBI:Gene,,OAS2,PROTEIN_CODING,,603350,,
NCBIGene:9578,Gene,CDC42 binding protein kinase beta,,,14,NCBI:Gene,,CDC42BPB,PROTEIN_CODING,,614062,,
NCBIGene:140885,Gene,signal regulatory protein alpha,,,20,NCBI:Gene,,SIRPA,PROTEIN_CODING,,602461,,
NCBIGene:389158,Gene,phospholipid scramblase family member 5,,,3,NCBI:Gene,,PLSCR5,PROTEIN_CODING,,,,
NCBIGene:135154,Gene,succinate dehydrogenase complex assembly factor 4,,,6,NCBI:Gene,,SDHAF4,PROTEIN_CODING,,619198,,
NCBIGene:135293,Gene,peptidase M20 domain containing 2,,,6,NCBI:Gene,,PM20D2,PROTEIN_CODING,,615913,,
NCBIGene:133383,Gene,SET domain containing 9,,,5,NCBI:Gene,,SETD9,PROTEIN_CODING,,,,
NCBIGene:166378,Gene,AAA ATPase AFG2A,,,4,NCBI:Gene,,AFG2A,PROTEIN_CODING,,613940,,
NCBIGene:5737,Gene,prostaglandin F receptor,,,1,NCBI:Gene,,PTGFR,PROTEIN_CODING,,600563,,
NCBIGene:4824,Gene,NK3 homeobox 1,,,8,NCBI:Gene,,NKX3-1,PROTEIN_CODING,,602041,,
NCBIGene:151056,Gene,phospholipase B1,,,2,NCBI:Gene,,PLB1,PROTEIN_CODING,,610179,,
NCBIGene:29960,Gene,mitochondrial rRNA methyltransferase 2,,,7,NCBI:Gene,,MRM2,PROTEIN_CODING,,606906,,
NCBIGene:57176,Gene,"valyl-tRNA synthetase 2, mitochondrial",,,6,NCBI:Gene,,VARS2,PROTEIN_CODING,,612802,,
NCBIGene:4259,Gene,microsomal glutathione S-transferase 3,,,1,NCBI:Gene,,MGST3,PROTEIN_CODING,,604564,,
NCBIGene:89797,Gene,neuron navigator 2,,,11,NCBI:Gene,,NAV2,PROTEIN_CODING,,607026,,
NCBIGene:95,Gene,aminoacylase 1,,,3,NCBI:Gene,,ACY1,PROTEIN_CODING,,104620,,
NCBIGene:83732,Gene,RIO kinase 1,,,6,NCBI:Gene,,RIOK1,PROTEIN_CODING,,617753,,
NCBIGene:51024,Gene,"fission, mitochondrial 1",,,7,NCBI:Gene,,FIS1,PROTEIN_CODING,,609003,,
NCBIGene:8225,Gene,GTP binding protein 6,,,"X, Y",NCBI:Gene,,GTPBP6,PROTEIN_CODING,,300124,,
NCBIGene:11022,Gene,tudor and KH domain containing,,,1,NCBI:Gene,,TDRKH,PROTEIN_CODING,,609501,,
NCBIGene:26263,Gene,F-box protein 22,,,15,NCBI:Gene,,FBXO22,PROTEIN_CODING,,609096,,
NCBIGene:30814,Gene,phospholipase A2 group IIE,,,1,NCBI:Gene,,PLA2G2E,PROTEIN_CODING,,618320,,
NCBIGene:157777,Gene,minichromosome maintenance domain containing 2,,,8,NCBI:Gene,,MCMDC2,PROTEIN_CODING,,617545,,
NCBIGene:203427,Gene,solute carrier family 25 member 43,,,X,NCBI:Gene,,SLC25A43,PROTEIN_CODING,,300641,,
NCBIGene:389396,Gene,glycine-N-acyltransferase like 3,,,6,NCBI:Gene,,GLYATL3,PROTEIN_CODING,,614763,,
NCBIGene:137392,Gene,CBY1 interacting BAR domain containing 1,,,8,NCBI:Gene,,CIBAR1,PROTEIN_CODING,,617273,,
NCBIGene:79369,Gene,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4",,,12,NCBI:Gene,,B3GNT4,PROTEIN_CODING,,605864,,
NCBIGene:6610,Gene,sphingomyelin phosphodiesterase 2,,,6,NCBI:Gene,,SMPD2,PROTEIN_CODING,,603498,,
NCBIGene:7915,Gene,aldehyde dehydrogenase 5 family member A1,,,6,NCBI:Gene,,ALDH5A1,PROTEIN_CODING,,610045,,
NCBIGene:23765,Gene,interleukin 17 receptor A,,,22,NCBI:Gene,,IL17RA,PROTEIN_CODING,,605461,,
NCBIGene:23568,Gene,ARF like GTPase 2 binding protein,,,16,NCBI:Gene,,ARL2BP,PROTEIN_CODING,,615407,,
NCBIGene:100302117,Gene,microRNA 320b-1,,,1,NCBI:Gene,,MIR320B1,PROTEIN_CODING,,,,
NCBIGene:23303,Gene,kinesin family member 13B,,,8,NCBI:Gene,,KIF13B,PROTEIN_CODING,,607350,,
NCBIGene:3311,Gene,heat shock protein family A (Hsp70) member 7 (pseudogene),,,1,NCBI:Gene,,HSPA7,PROTEIN_CODING,,140556,,
NCBIGene:7318,Gene,ubiquitin like modifier activating enzyme 7,,,3,NCBI:Gene,,UBA7,PROTEIN_CODING,,191325,,
NCBIGene:54749,Gene,ependymin related 1,,,7,NCBI:Gene,,EPDR1,PROTEIN_CODING,,619734,,
NCBIGene:64924,Gene,solute carrier family 30 member 5,,,5,NCBI:Gene,,SLC30A5,PROTEIN_CODING,,607819,,
NCBIGene:23155,Gene,chloride channel CLIC like 1,,,1,NCBI:Gene,,CLCC1,PROTEIN_CODING,,617539,,
NCBIGene:693120,Gene,microRNA 33b,,,17,NCBI:Gene,,MIR33B,PROTEIN_CODING,,613486,,
NCBIGene:84620,Gene,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2",,,2,NCBI:Gene,,ST6GAL2,PROTEIN_CODING,,608472,,
NCBIGene:54431,Gene,DnaJ heat shock protein family (Hsp40) member C10,,,2,NCBI:Gene,,DNAJC10,PROTEIN_CODING,,607987,,
NCBIGene:1512,Gene,cathepsin H,,,15,NCBI:Gene,,CTSH,PROTEIN_CODING,,116820,,
NCBIGene:55351,Gene,serine/threonine kinase 32B,,,4,NCBI:Gene,,STK32B,PROTEIN_CODING,,621309,,
NCBIGene:255928,Gene,synaptotagmin 14,,,1,NCBI:Gene,,SYT14,PROTEIN_CODING,,610949,,
NCBIGene:1455,Gene,casein kinase 1 gamma 2,,,19,NCBI:Gene,,CSNK1G2,PROTEIN_CODING,,602214,,
NCBIGene:389203,Gene,small integral membrane protein 20,,,4,NCBI:Gene,,SMIM20,PROTEIN_CODING,,617465,,
NCBIGene:84419,Gene,cytochrome c oxidase associated subunit FA4L3,,,15,NCBI:Gene,,COXFA4L3,PROTEIN_CODING,,608409,,
NCBIGene:6455,Gene,"SH3 domain containing GRB2 like 1, endophilin A2",,,19,NCBI:Gene,,SH3GL1,PROTEIN_CODING,,601768,,
NCBIGene:163590,Gene,torsin 1A interacting protein 2,,,1,NCBI:Gene,,TOR1AIP2,PROTEIN_CODING,,614513,,
NCBIGene:344905,Gene,ATPase 13A5,,,3,NCBI:Gene,,ATP13A5,PROTEIN_CODING,,619119,,
NCBIGene:79092,Gene,caspase recruitment domain family member 14,,,17,NCBI:Gene,,CARD14,PROTEIN_CODING,,607211,,
NCBIGene:50485,Gene,SNF2 related chromatin remodeling annealing helicase 1,,,2,NCBI:Gene,,SMARCAL1,PROTEIN_CODING,,606622,,
NCBIGene:89839,Gene,Rho GTPase activating protein 11B,,,15,NCBI:Gene,,ARHGAP11B,PROTEIN_CODING,,616310,,
NCBIGene:662,Gene,BCL2 interacting protein 1,,,5,NCBI:Gene,,BNIP1,PROTEIN_CODING,,603291,,
NCBIGene:8513,Gene,"lipase F, gastric type",,,10,NCBI:Gene,,LIPF,PROTEIN_CODING,,601980,,
NCBIGene:54680,Gene,zinc finger HIT-type containing 6,,,1,NCBI:Gene,,ZNHIT6,PROTEIN_CODING,,620473,,
NCBIGene:22934,Gene,ribose 5-phosphate isomerase A,,,2,NCBI:Gene,,RPIA,PROTEIN_CODING,,180430,,
NCBIGene:79677,Gene,structural maintenance of chromosomes 6,,,2,NCBI:Gene,,SMC6,PROTEIN_CODING,,609387,,
NCBIGene:10390,Gene,choline/ethanolamine phosphotransferase 1,,,1,NCBI:Gene,,CEPT1,PROTEIN_CODING,,616751,,
NCBIGene:5719,Gene,"proteasome 26S subunit, non-ATPase 13",,,11,NCBI:Gene,,PSMD13,PROTEIN_CODING,,603481,,
NCBIGene:55454,Gene,chondroitin sulfate N-acetylgalactosaminyltransferase 2,,,10,NCBI:Gene,,CSGALNACT2,PROTEIN_CODING,,616616,,
NCBIGene:65078,Gene,reticulon 4 receptor,,,22,NCBI:Gene,,RTN4R,PROTEIN_CODING,,605566,,
NCBIGene:84971,Gene,autophagy related 4D cysteine peptidase,,,19,NCBI:Gene,,ATG4D,PROTEIN_CODING,,611340,,
NCBIGene:4706,Gene,NADH:ubiquinone oxidoreductase subunit AB1,,,16,NCBI:Gene,,NDUFAB1,PROTEIN_CODING,,603836,,
NCBIGene:57180,Gene,actin related protein 3B,,,7,NCBI:Gene,,ACTR3B,PROTEIN_CODING,,,,
NCBIGene:442905,Gene,microRNA 337,,,14,NCBI:Gene,,MIR337,PROTEIN_CODING,,620408,,
NCBIGene:57172,Gene,calcium/calmodulin dependent protein kinase IG,,,1,NCBI:Gene,,CAMK1G,PROTEIN_CODING,,614994,,
NCBIGene:79145,Gene,coiled-coil-helix-coiled-coil-helix domain containing 7,,,8,NCBI:Gene,,CHCHD7,PROTEIN_CODING,,611238,,
NCBIGene:7786,Gene,mitogen-activated protein kinase kinase kinase 12,,,12,NCBI:Gene,,MAP3K12,PROTEIN_CODING,,600447,,
NCBIGene:57555,Gene,neuroligin 2,,,17,NCBI:Gene,,NLGN2,PROTEIN_CODING,,606479,,
NCBIGene:4232,Gene,mesoderm specific transcript,,,7,NCBI:Gene,,MEST,PROTEIN_CODING,,601029,,
NCBIGene:9031,Gene,bromodomain adjacent to zinc finger domain 1B,,,7,NCBI:Gene,,BAZ1B,PROTEIN_CODING,,605681,,
NCBIGene:6715,Gene,steroid 5 alpha-reductase 1,,,5,NCBI:Gene,,SRD5A1,PROTEIN_CODING,,184753,,
NCBIGene:199974,Gene,cytochrome P450 family 4 subfamily Z member 1,,,1,NCBI:Gene,,CYP4Z1,PROTEIN_CODING,,618953,,
NCBIGene:55345,Gene,zinc finger GRF-type containing 1,,,4,NCBI:Gene,,ZGRF1,PROTEIN_CODING,,,,
NCBIGene:2055,Gene,CLN8 transmembrane ER and ERGIC protein,,,8,NCBI:Gene,,CLN8,PROTEIN_CODING,,607837,,
NCBIGene:54840,Gene,aprataxin,,,9,NCBI:Gene,,APTX,PROTEIN_CODING,,606350,,
NCBIGene:64801,Gene,ARV1 fatty acid homeostasis modulator,,,1,NCBI:Gene,,ARV1,PROTEIN_CODING,,611647,,
NCBIGene:26499,Gene,pleckstrin 2,,,14,NCBI:Gene,,PLEK2,PROTEIN_CODING,,608007,,
NCBIGene:54857,Gene,glycerophosphodiester phosphodiesterase domain containing 2,,,X,NCBI:Gene,,GDPD2,PROTEIN_CODING,,300940,,
NCBIGene:4644,Gene,myosin VA,,,15,NCBI:Gene,,MYO5A,PROTEIN_CODING,,160777,,
NCBIGene:54442,Gene,potassium channel tetramerization domain containing 5,,,16,NCBI:Gene,,KCTD5,PROTEIN_CODING,,611285,,
NCBIGene:515,Gene,ATP synthase peripheral stalk-membrane subunit b,,,1,NCBI:Gene,,ATP5PB,PROTEIN_CODING,,603270,,
NCBIGene:59338,Gene,pleckstrin homology domain containing A1,,,10,NCBI:Gene,,PLEKHA1,PROTEIN_CODING,,607772,,
NCBIGene:4118,Gene,"mal, T cell differentiation protein (MAL blood group)",,,2,NCBI:Gene,,MAL,PROTEIN_CODING,,188860,,
NCBIGene:471,Gene,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,,,2,NCBI:Gene,,ATIC,PROTEIN_CODING,,601731,,
NCBIGene:5535,Gene,"protein phosphatase 3 regulatory subunit B, beta",,,9,NCBI:Gene,,PPP3R2,PROTEIN_CODING,,613821,,
NCBIGene:55968,Gene,NSFL1 cofactor,,,20,NCBI:Gene,,NSFL1C,PROTEIN_CODING,,606610,,
NCBIGene:654346,Gene,galectin 9C,,,17,NCBI:Gene,,LGALS9C,PROTEIN_CODING,,,,
NCBIGene:3028,Gene,hydroxysteroid 17-beta dehydrogenase 10,,,X,NCBI:Gene,,HSD17B10,PROTEIN_CODING,,300256,,
NCBIGene:8748,Gene,ADAM metallopeptidase domain 20,,,14,NCBI:Gene,,ADAM20,PROTEIN_CODING,,603712,,
NCBIGene:54514,Gene,DEAD-box helicase 4,,,5,NCBI:Gene,,DDX4,PROTEIN_CODING,,605281,,
NCBIGene:6296,Gene,acyl-CoA synthetase medium chain family member 3,,,16,NCBI:Gene,,ACSM3,PROTEIN_CODING,,145505,,
NCBIGene:549,Gene,AU RNA binding methylglutaconyl-CoA hydratase,,,9,NCBI:Gene,,AUH,PROTEIN_CODING,,600529,,
NCBIGene:64089,Gene,sorting nexin 16,,,8,NCBI:Gene,,SNX16,PROTEIN_CODING,,614903,,
NCBIGene:148229,Gene,ATPase phospholipid transporting 8B3,,,19,NCBI:Gene,,ATP8B3,PROTEIN_CODING,,605866,,
NCBIGene:64969,Gene,mitochondrial ribosomal protein S5,,,2,NCBI:Gene,,MRPS5,PROTEIN_CODING,,611972,,
NCBIGene:55687,Gene,tRNA mitochondrial 2-thiouridylase,,,22,NCBI:Gene,,TRMU,PROTEIN_CODING,,610230,,
NCBIGene:224,Gene,aldehyde dehydrogenase 3 family member A2,,,17,NCBI:Gene,,ALDH3A2,PROTEIN_CODING,,609523,,
NCBIGene:8313,Gene,axin 2,,,17,NCBI:Gene,,AXIN2,PROTEIN_CODING,,604025,,
NCBIGene:23576,Gene,dimethylarginine dimethylaminohydrolase 1,,,1,NCBI:Gene,,DDAH1,PROTEIN_CODING,,604743,,
NCBIGene:7074,Gene,TIAM Rac1 associated GEF 1,,,21,NCBI:Gene,,TIAM1,PROTEIN_CODING,,600687,,
NCBIGene:51267,Gene,C-type lectin domain family 1 member A,,,12,NCBI:Gene,,CLEC1A,PROTEIN_CODING,,606782,,
NCBIGene:3834,Gene,kinesin family member 25,,,6,NCBI:Gene,,KIF25,PROTEIN_CODING,,603815,,
NCBIGene:360203,Gene,glycosyltransferase 6 domain containing 1,,,9,NCBI:Gene,,GLT6D1,PROTEIN_CODING,,613699,,
NCBIGene:54926,Gene,ubiquitin conjugating enzyme E2 R2,,,9,NCBI:Gene,,UBE2R2,PROTEIN_CODING,,612506,,
NCBIGene:55173,Gene,mitochondrial ribosomal protein S10,,,6,NCBI:Gene,,MRPS10,PROTEIN_CODING,,611976,,
NCBIGene:84446,Gene,BR serine/threonine kinase 1,,,19,NCBI:Gene,,BRSK1,PROTEIN_CODING,,609235,,
NCBIGene:51108,Gene,"methyltransferase 9, His-X-His N1(pi)-histidine",,,16,NCBI:Gene,,METTL9,PROTEIN_CODING,,609388,,
NCBIGene:761,Gene,carbonic anhydrase 3,,,8,NCBI:Gene,,CA3,PROTEIN_CODING,,114750,,
NCBIGene:5867,Gene,"RAB4A, member RAS oncogene family",,,1,NCBI:Gene,,RAB4A,PROTEIN_CODING,,179511,,
NCBIGene:9416,Gene,DEAD-box helicase 23,,,12,NCBI:Gene,,DDX23,PROTEIN_CODING,,612172,,
NCBIGene:55245,Gene,ubiquinol-cytochrome c reductase complex assembly factor 1,,,20,NCBI:Gene,,UQCC1,PROTEIN_CODING,,611797,,
NCBIGene:8999,Gene,cyclin dependent kinase like 2,,,4,NCBI:Gene,,CDKL2,PROTEIN_CODING,,603442,,
NCBIGene:253260,Gene,RPTOR independent companion of MTOR complex 2,,,5,NCBI:Gene,,RICTOR,PROTEIN_CODING,,609022,,
NCBIGene:65975,Gene,serine/threonine kinase 33,,,11,NCBI:Gene,,STK33,PROTEIN_CODING,,607670,,
NCBIGene:55975,Gene,kelch like family member 7,,,7,NCBI:Gene,,KLHL7,PROTEIN_CODING,,611119,,
NCBIGene:259307,Gene,interleukin 4 induced 1,,,19,NCBI:Gene,,IL4I1,PROTEIN_CODING,,609742,,
NCBIGene:205327,Gene,chromosome 2 open reading frame 69,,,2,NCBI:Gene,,C2orf69,PROTEIN_CODING,,619219,,
NCBIGene:54927,Gene,coiled-coil-helix-coiled-coil-helix domain containing 3,,,7,NCBI:Gene,,CHCHD3,PROTEIN_CODING,,613748,,
NCBIGene:5378,Gene,"PMS1 homolog 1, mismatch repair system component",,,2,NCBI:Gene,,PMS1,PROTEIN_CODING,,600258,,
NCBIGene:4689,Gene,neutrophil cytosolic factor 4,,,22,NCBI:Gene,,NCF4,PROTEIN_CODING,,601488,,
NCBIGene:23263,Gene,MCF.2 cell line derived transforming sequence like,,,13,NCBI:Gene,,MCF2L,PROTEIN_CODING,,609499,,
NCBIGene:54476,Gene,ring finger protein 216,,,7,NCBI:Gene,,RNF216,PROTEIN_CODING,,609948,,
NCBIGene:81616,Gene,acyl-CoA synthetase bubblegum family member 2,,,19,NCBI:Gene,,ACSBG2,PROTEIN_CODING,,614363,,
NCBIGene:3069,Gene,high density lipoprotein binding protein,,,2,NCBI:Gene,,HDLBP,PROTEIN_CODING,,142695,,
NCBIGene:11004,Gene,kinesin family member 2C,,,1,NCBI:Gene,,KIF2C,PROTEIN_CODING,,604538,,
NCBIGene:79039,Gene,DEAD-box helicase 54,,,12,NCBI:Gene,,DDX54,PROTEIN_CODING,,611665,,
NCBIGene:134429,Gene,StAR related lipid transfer domain containing 4,,,5,NCBI:Gene,,STARD4,PROTEIN_CODING,,607049,,
NCBIGene:4528,Gene,mitochondrial translational initiation factor 2,,,2,NCBI:Gene,,MTIF2,PROTEIN_CODING,,603766,,
